Time,Frequency Reference,Output Frequency,Output Current,Output Power,Output Voltage,Minor Fault,Major Fault,During Run,Fault Output,Output Frequency After Soft-start,Over Run Error,Timeout,Fin Temperature,Cooling Fin Temperature,Cooling Fan Operation Time,Electric Power (kWh)
000:00:28.015,   48.07,   48.08,   82.36,   39.50,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:28.219,   48.07,   48.07,   80.33,   44.00,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:28.439,   48.08,   48.08,   82.32,   44.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:28.643,   48.07,   48.07,   84.30,   44.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:28.864,   48.07,   48.08,   82.63,   39.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:29.087,   48.07,   48.07,   79.76,   44.60,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:29.292,   48.07,   48.07,   83.64,   43.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:29.522,   48.08,   48.08,   84.12,   45.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:29.733,   48.07,   48.07,   82.01,   38.50,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:29.937,   48.08,   48.08,   79.63,   43.80,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:30.157,   48.08,   48.08,   83.95,   44.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:30.377,   48.07,   48.07,   84.39,   44.20,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:30.597,   48.07,   48.07,   82.58,   39.30,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:30.804,   48.07,   48.07,   79.67,   43.80,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:31.040,   48.08,   48.07,   85.62,   45.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:31.245,   48.07,   48.08,   82.85,   43.30,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:31.466,   48.07,   48.07,   81.52,   42.60,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:31.701,   48.08,   48.08,   81.48,   45.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:31.924,   48.08,   48.08,   85.09,   44.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:32.145,   48.08,   48.08,   82.49,   40.60,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:32.366,   48.08,   48.08,   79.85,   45.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:32.585,   48.08,   48.08,   86.02,   46.30,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:32.805,   48.07,   48.08,   82.89,   41.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:33.031,   48.08,   48.08,   81.30,   42.70,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:33.339,   48.08,   48.08,   85.23,   46.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:33.636,   48.08,   48.08,   80.47,   44.70,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:33.871,   48.08,   48.08,   82.36,   37.70,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:34.153,   48.08,   48.08,   79.89,   45.20,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:34.444,   48.08,   48.08,   82.19,   38.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:34.711,   48.08,   48.08,   83.95,   45.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:34.946,   48.09,   48.09,   80.33,   45.70,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:35.184,   48.08,   48.08,   85.18,   45.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:35.428,   48.08,   48.08,   82.27,   39.20,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:35.655,   48.09,   48.08,   81.00,   45.70,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:35.874,   48.08,   48.08,   85.23,   45.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:36.099,   48.09,   48.09,   81.92,   39.20,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:36.333,   48.08,   48.08,   80.51,   44.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:36.554,   48.08,   48.08,   85.01,   46.30,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:36.794,   48.09,   48.09,   82.32,   38.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:37.013,   48.07,   48.08,   80.56,   45.30,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:37.254,   48.08,   48.08,   84.34,   44.70,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:37.505,   48.08,   48.08,   80.69,   42.90,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:37.741,   48.09,   48.09,   84.30,   43.50,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:37.975,   48.08,   48.08,   83.20,   43.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:38.198,   48.08,   48.08,   80.11,   43.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:38.439,   48.09,   48.08,   85.80,   45.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:38.677,   48.08,   48.08,   82.45,   41.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:38.906,   48.08,   48.08,   79.63,   44.00,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:39.122,   48.09,   48.08,   85.84,   44.30,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:39.373,   48.08,   48.08,   82.49,   41.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:39.602,   48.08,   48.08,   80.29,   44.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:39.828,   48.08,   48.08,   85.62,   46.80,  370.60,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:40.065,   48.08,   48.08,   82.19,   41.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:40.297,   48.09,   48.09,   80.20,   45.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:40.533,   48.09,   48.09,   84.74,   45.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:40.773,   48.08,   48.08,   81.30,   42.00,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:41.021,   48.09,   48.08,   85.36,   44.10,  370.60,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:41.242,   48.08,   48.08,   82.63,   41.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:41.477,   48.08,   48.08,   79.63,   44.40,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:41.728,   48.08,   48.08,   86.02,   46.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:41.949,   48.08,   48.08,   82.14,   39.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:42.187,   48.09,   48.09,   80.95,   45.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:42.443,   48.08,   48.08,   83.99,   44.30,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:42.675,   48.08,   48.08,   80.86,   43.30,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:42.925,   48.08,   48.08,   85.93,   44.70,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:43.171,   48.08,   48.09,   82.89,   38.40,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:43.407,   48.08,   48.08,   80.64,   44.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:43.642,   48.08,   48.08,   83.29,   44.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:43.879,   48.09,   48.09,   80.38,   43.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:44.138,   48.09,   48.08,   85.84,   46.40,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:44.384,   48.08,   48.08,   82.80,   39.50,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:44.620,   48.08,   48.08,   82.80,   45.00,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:44.870,   48.09,   48.08,   82.54,   41.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:45.120,   48.08,   48.08,   80.86,   44.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:45.373,   48.08,   48.08,   83.11,   44.00,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:45.626,   48.08,   48.08,   79.85,   44.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:45.876,   48.08,   48.08,   84.96,   44.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:46.137,   48.08,   48.08,   80.25,   43.60,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:46.379,   48.08,   48.08,   84.74,   45.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:46.633,   48.08,   48.08,   80.16,   42.50,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:46.885,   48.09,   48.08,   85.71,   46.20,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:47.135,   48.08,   48.08,   82.10,   39.90,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:47.387,   48.08,   48.09,   84.21,   44.60,  370.60,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:47.623,   48.08,   48.08,   82.54,   41.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:47.891,   48.08,   48.08,   81.48,   44.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:48.127,   48.08,   48.08,   82.45,   43.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:48.397,   48.08,   48.08,   80.95,   45.40,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:48.655,   48.08,   48.08,   82.05,   44.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:48.898,   48.08,   48.08,   79.89,   45.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:49.149,   48.08,   48.08,   84.08,   45.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:49.394,   48.07,   48.08,   79.72,   42.90,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:49.659,   48.08,   48.08,   84.87,   44.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:49.919,   48.09,   48.08,   80.56,   44.00,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:50.161,   48.08,   48.08,   84.83,   46.30,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:50.435,   48.08,   48.08,   80.29,   42.70,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:50.686,   48.08,   48.08,   84.96,   45.70,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:50.940,   48.07,   48.07,   80.73,   42.70,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:51.194,   48.08,   48.08,   85.23,   45.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:51.459,   48.08,   48.08,   80.95,   43.30,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:51.710,   48.09,   48.08,   85.27,   46.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:51.960,   48.08,   48.08,   81.88,   41.30,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:52.226,   48.08,   48.08,   85.76,   46.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:52.489,   48.09,   48.09,   81.22,   43.30,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:52.771,   48.08,   48.08,   83.07,   45.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:53.022,   48.09,   48.08,   79.98,   45.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:53.287,   48.08,   48.08,   82.85,   45.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:53.546,   48.08,   48.08,   80.07,   44.20,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:53.814,   48.07,   48.08,   82.23,   40.30,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:54.079,   48.08,   48.08,   81.61,   45.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:54.338,   48.08,   48.08,   81.88,   41.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:54.605,   48.08,   48.08,   82.58,   44.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:54.872,   48.08,   48.08,   82.63,   37.90,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:55.137,   48.09,   48.09,   85.89,   44.40,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:55.399,   48.08,   48.08,   82.41,   38.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:55.651,   48.08,   48.08,   85.84,   45.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:55.934,   48.08,   48.08,   79.54,   42.70,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:56.201,   48.08,   48.09,   84.12,   45.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:56.457,   48.08,   48.08,   79.50,   43.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:56.726,   48.08,   48.08,   82.76,   42.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:56.992,   48.09,   48.08,   81.17,   46.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  636.00
000:00:57.258,   48.08,   48.08,   82.58,   42.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:00:57.523,   48.08,   48.08,   82.54,   44.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:00:57.774,   48.08,   48.08,   82.14,   39.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:00:58.057,   48.09,   48.08,   85.45,   45.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:00:58.308,   48.08,   48.08,   81.52,   42.30,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:00:58.609,   48.08,   48.08,   82.45,   43.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:00:58.874,   48.08,   48.08,   80.73,   44.40,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:00:59.156,   48.08,   48.08,   82.67,   38.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
000:00:59.427,   48.08,   48.08,   86.24,   45.70,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  637.00
