Time,Frequency Reference,Output Frequency,Output Current,Output Power,Output Voltage,Minor Fault,Major Fault,During Run,Fault Output,Output Frequency After Soft-start,Over Run Error,Timeout,Fin Temperature,Cooling Fin Temperature,Cooling Fan Operation Time,Electric Power (kWh)
000:16:12.861,   48.09,   48.09,   86.33,   46.70,  370.60,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:13.874,   48.09,   48.08,   82.41,   45.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:15.169,   48.09,   48.09,   82.45,   41.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:16.157,   48.08,   48.08,   82.45,   42.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:17.143,   48.08,   48.08,   86.20,   45.30,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:18.144,   48.08,   48.08,   83.95,   45.10,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:19.173,   48.08,   48.08,   81.88,   44.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:20.268,   48.08,   48.08,   82.67,   41.30,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:21.273,   48.08,   48.08,   83.64,   45.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:22.334,   48.08,   48.08,   82.36,   38.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:23.328,   48.09,   48.09,   83.64,   45.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:24.765,   48.07,   48.08,   80.73,   43.70,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:25.651,   48.08,   48.08,   81.61,   45.30,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:26.354,   48.08,   48.08,   82.76,   44.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:27.043,   48.08,   48.08,   85.84,   44.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:28.469,   48.09,   48.08,   82.23,   40.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:29.076,   48.08,   48.08,   85.49,   43.60,  370.60,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:29.874,   48.08,   48.08,   80.33,   44.10,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:30.476,   48.08,   48.08,   83.82,   45.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:31.074,   48.08,   48.07,   80.16,   43.50,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:31.655,   48.08,   48.08,   85.01,   45.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:32.249,   48.08,   48.08,   81.22,   42.40,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:32.827,   48.09,   48.08,   85.84,   44.20,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:33.436,   48.08,   48.08,   82.89,   38.50,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:34.040,   48.08,   48.08,   85.71,   45.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:34.619,   48.08,   48.08,   82.49,   38.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:35.221,   48.08,   48.08,   85.09,   44.30,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:35.800,   48.08,   48.08,   82.32,   39.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:36.394,   48.08,   48.08,   80.82,   44.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:36.971,   48.08,   48.08,   83.16,   45.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:37.583,   48.08,   48.08,   79.59,   44.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:38.155,   48.08,   48.08,   84.17,   45.00,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:38.767,   48.08,   48.08,   79.76,   44.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:39.361,   48.08,   48.08,   83.16,   45.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:39.941,   48.08,   48.08,   80.64,   43.00,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:40.520,   48.08,   48.08,   86.06,   45.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:41.098,   48.08,   48.08,   82.85,   38.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:41.702,   48.08,   48.08,   86.20,   46.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:42.300,   48.08,   48.08,   81.66,   42.20,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:42.911,   48.08,   48.08,   84.21,   45.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:43.508,   48.08,   48.08,   79.59,   44.30,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:44.102,   48.08,   48.08,   83.86,   44.40,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:44.694,   48.09,   48.08,   80.16,   43.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:45.290,   48.08,   48.08,   84.34,   44.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:45.884,   48.08,   48.08,   80.07,   43.30,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:46.462,   48.07,   48.08,   85.36,   45.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:47.041,   48.08,   48.08,   81.92,   40.40,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:47.619,   48.08,   48.09,   85.36,   44.80,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:48.229,   48.08,   48.08,   81.57,   42.40,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:48.824,   48.08,   48.08,   85.98,   46.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:49.417,   48.09,   48.08,   81.57,   42.30,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:49.996,   48.08,   48.08,   85.98,   45.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:50.589,   48.08,   48.08,   82.10,   40.30,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:51.184,   48.07,   48.08,   86.37,   45.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:51.778,   48.08,   48.08,   81.83,   41.20,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:52.371,   48.07,   48.07,   86.20,   45.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:52.966,   48.07,   48.07,   82.71,   37.50,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:53.557,   48.07,   48.07,   86.33,   44.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:54.168,   48.08,   48.08,   80.95,   43.60,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:54.765,   48.08,   48.08,   85.53,   45.70,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:55.352,   48.08,   48.08,   80.51,   42.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:55.962,   48.07,   48.08,   85.40,   45.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:56.576,   48.08,   48.08,   80.60,   44.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:57.186,   48.08,   48.08,   82.85,   42.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:57.765,   48.08,   48.08,   79.63,   44.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:58.354,   48.08,   48.08,   84.83,   45.70,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:58.933,   48.08,   48.08,   80.82,   43.40,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:16:59.514,   48.09,   48.09,   86.28,   45.30,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:00.124,   48.08,   48.08,   80.42,   42.80,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:00.737,   48.08,   48.08,   84.21,   44.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:01.345,   48.08,   48.08,   80.20,   44.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:01.924,   48.08,   48.08,   85.05,   45.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:02.535,   48.08,   48.08,   79.50,   44.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:03.129,   48.08,   48.08,   84.74,   45.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:03.708,   48.08,   48.09,   80.25,   43.90,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:04.317,   48.08,   48.08,   84.96,   45.30,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:04.897,   48.08,   48.08,   80.95,   42.20,  370.30,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:05.507,   48.08,   48.08,   85.84,   46.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:06.085,   48.08,   48.08,   82.32,   40.50,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:06.678,   48.07,   48.07,   85.80,   43.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:07.272,   48.08,   48.08,   81.61,   39.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:07.876,   48.08,   48.08,   83.29,   44.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:08.452,   48.08,   48.08,   83.29,   42.30,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:09.065,   48.09,   48.08,   80.69,   45.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:09.662,   48.08,   48.08,   82.54,   40.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:10.242,   48.09,   48.08,   79.98,   45.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:10.839,   48.07,   48.08,   83.11,   44.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:11.436,   48.08,   48.08,   79.81,   43.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:12.046,   48.08,   48.08,   82.67,   44.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:12.614,   48.08,   48.08,   80.11,   43.90,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:13.209,   48.08,   48.08,   85.09,   45.30,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:13.805,   48.08,   48.08,   81.44,   43.40,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:14.416,   48.08,   48.08,   84.70,   45.30,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:14.998,   48.08,   48.08,   81.35,   42.40,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:15.577,   48.08,   48.08,   85.76,   44.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:16.188,   48.08,   48.08,   81.44,   42.30,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:16.781,   48.08,   48.08,   85.71,   44.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:17.376,   48.08,   48.08,   82.49,   38.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:17.960,   48.08,   48.08,   80.82,   45.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:18.548,   48.08,   48.08,   82.98,   44.30,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:19.134,   48.08,   48.08,   80.20,   44.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:19.722,   48.08,   48.08,   84.57,   45.30,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:20.315,   48.09,   48.08,   80.78,   43.80,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:20.955,   48.08,   48.08,   82.32,   40.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:21.549,   48.08,   48.08,   81.08,   45.30,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:22.144,   48.08,   48.08,   82.80,   44.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:22.755,   48.09,   48.08,   80.33,   45.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:23.334,   48.08,   48.08,   83.68,   45.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:23.925,   48.08,   48.08,   79.72,   43.40,  370.30,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:24.521,   48.08,   48.08,   85.18,   45.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:25.133,   48.08,   48.08,   80.33,   44.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:25.716,   48.08,   48.08,   85.49,   46.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:26.298,   48.09,   48.09,   82.58,   38.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:26.884,   48.07,   48.08,   81.83,   44.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:27.468,   48.07,   48.07,   82.85,   43.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  648.00
000:17:28.055,   48.08,   48.09,   80.07,   44.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:28.650,   48.08,   48.08,   85.27,   46.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:29.258,   48.08,   48.08,   80.11,   44.30,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:29.829,   48.07,   48.08,   86.06,   45.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:30.440,   48.08,   48.08,   81.83,   42.60,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:31.027,   48.08,   48.08,   84.26,   44.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:31.603,   48.08,   48.08,   82.14,   41.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:32.199,   48.07,   48.07,   79.63,   43.80,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:32.783,   48.08,   48.08,   85.14,   44.90,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:33.362,   48.07,   48.07,   81.52,   40.20,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:33.958,   48.08,   48.08,   82.76,   45.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:34.553,   48.08,   48.08,   83.07,   41.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:35.133,   48.08,   48.08,   79.63,   44.50,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:35.727,   48.08,   48.08,   85.53,   45.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:36.307,   48.08,   48.08,   82.76,   39.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:36.904,   48.08,   48.08,   81.83,   45.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:37.483,   48.08,   48.08,   83.68,   44.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:38.075,   48.09,   48.09,   80.51,   42.90,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:38.652,   48.08,   48.08,   85.45,   44.20,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:39.247,   48.08,   48.08,   82.63,   43.30,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:39.826,   48.08,   48.08,   80.25,   43.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:40.406,   48.09,   48.09,   86.28,   45.00,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:41.001,   48.08,   48.08,   82.23,   41.40,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:41.579,   48.08,   48.08,   80.07,   45.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:42.190,   48.08,   48.08,   84.57,   44.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:42.768,   48.07,   48.07,   82.85,   38.90,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:43.378,   48.08,   48.08,   84.79,   44.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:43.959,   48.09,   48.08,   82.93,   43.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:44.549,   48.08,   48.07,   79.81,   43.60,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:45.136,   48.07,   48.08,   86.02,   45.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:45.707,   48.08,   48.08,   82.01,   41.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:46.302,   48.08,   48.08,   80.25,   43.70,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:46.892,   48.08,   48.08,   86.86,   45.30,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:47.474,   48.08,   48.08,   82.49,   39.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:48.052,   48.08,   48.08,   79.89,   44.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:48.646,   48.08,   48.08,   85.18,   45.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:49.224,   48.07,   48.07,   82.05,   38.00,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:49.819,   48.08,   48.08,   81.17,   44.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:50.413,   48.08,   48.08,   83.55,   45.30,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
000:17:51.022,   48.08,   48.08,   79.76,   44.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   36.00, 1388.00,  649.00
